,Ad_ID,date,brand,Model,Year,Condition,Kilometers,Engine Capacity (CC),Transmission Type,Body Type,Fabrica?,price
3528,9dce0320a63f4c6bb3d96879e2ba3e3f,04-02-2023,Opel,Vectra,2008,Used,"77,000",1600,Automatic,Sedan,,265000
3529,b2feb10783a449b39150bdf717571c90,04-02-2023,Chevrolet,Aveo,2009,Used,"250,000",1500,Automatic,Sedan,,175000
3530,14c0d69d0bba4728bccd591ceb815723,04-02-2023,Volvo,850,1995,Used,"14,000",2000,Automatic,Sedan,,90000
3531,town,04-02-2023,Chrysler,Town & Country,2003,Used,"91,000",3800,Automatic,Van,Yes,360000
3532,elantra,04-02-2023,Hyundai,Elantra AD,2019,Used,"80,000",1600,Automatic,Sedan,,550000
3533,b046dd0dcc334f86a1e853279dd11582,04-02-2023,Chevrolet,Optra,2021,Used,"70,000",1600,Automatic,Sedan,,335000
3534,780a0481052845ce8366a541060ad8ee,04-02-2023,Hyundai,Tucson,2015,Used,"180,000",1600,Automatic,Hatchback,,500000
3535,06d10b7860b14047acfbb9ca23bd7e3d,04-02-2023,Kia,Xceed,2022,Used,"21,000",1500,Automatic,SUV,,885000
3536,xc,04-02-2023,Volvo,XC 90,2021,Used,"40,000",2000,Automatic,SUV,,2750000
3537,02618568153648628d28c2c81ab08939,04-02-2023,Opel,Vectra,2008,Used,"77,000",1600,Automatic,Sedan,Yes,265000
3538,cd3e79c7c7384bcfbca27d899dad0c05,04-02-2023,Kia,Cerato,2017,Used,"114,000",1600,Automatic,Sedan,Yes,470000
3549,dd7ba93b9de54f85829ea1404665a90b,04-02-2023,BMW,320i,2020,Used,"48,000",2000,Automatic,Sedan,,1600000
3550,d0f989418d864429b0f0bf2154676537,04-02-2023,BYD,F3,2020,Used,"135,000",1500,Manual,Sedan,Yes,247000
3551,arrizo,04-02-2023,Chery,ARRIZO 5,2020,Used,"60,000",1500,Manual,Sedan,,340000
3552,c,04-02-2023,Mercedes,C 250,2011,Used,"147,000",1800,Automatic,Sedan,,725000
3553,d0bd66fb4e8d4c54973abb99c47f6a2c,04-02-2023,Chevrolet,Cruze,2011,Used,"147,000",1600,Automatic,Sedan,,190000
3554,99df53c4730d45748aa6154f3780fe33,04-02-2023,BMW,318i,2017,Used,"166,000",1500,Automatic,Sedan,Yes,850000
3555,a1ea959b7e324e7baf9c6bb0c59b7dbd,04-02-2023,Audi,Q3,2022,Used,600,1400,Automatic,SUV,,1550000
3556,swift,04-02-2023,Suzuki,Swift Dzire,2022,Used,"18,000",1200,Automatic,Sedan,Yes,400000
3557,lanos,04-02-2023,Daewoo,Lanos II,2008,Used,"130,000",1600,Manual,Sedan,,150000
3558,cd76470a50534d07bd2674a6011ef99f,04-02-2023,Volkswagen,Tiguan,2022,Used,"1,000",1400,Automatic,SUV,,1490000
3559,2213b7f2de274fc8b917b71c379ef0a1,04-02-2023,Mitsubishi,Lancer,2016,Used,"158,000",1600,Automatic,Sedan,,330000
3560,67ea9dba6e4f4cf2b356dc73f1707ca0,04-02-2023,BMW,320i,2019,Used,"55,000",2000,Automatic,Sedan,,1350000
3571,a87ef80b01e148af8c4c25e708264a18,04-02-2023,Chevrolet,Optra,2015,Used,"95,000",1500,Automatic,Sedan,,255000
3572,4c3f0ee4518248a88c3db51e835b9530,04-02-2023,Kia,Cerato,2016,Used,"100,000",1600,Automatic,Sedan,,595000
3573,tiggo,04-02-2023,Chery,Tiggo 7 Pro,2022,Used,"10,000",1500,Automatic,SUV,,745000
3574,7d7160da6d0a48c085021ef8969ebe5d,04-02-2023,Seat,Leon,2015,Used,"110,000",1200,Automatic,Hatchback,Yes,435000
3575,elantra,04-02-2023,Hyundai,Elantra CN7,2022,Used,"24,000",1600,Automatic,Sedan,Yes,660000
3576,bc1a35e153a8484aa8ba133c4389dc26,04-02-2023,Renault,Megane,2022,Used,"4,000",1300,Dual Clutch,Sedan,Yes,820000
3577,c,04-02-2023,Citroen,C-Elysee,2022,Used,"20,000",1600,Automatic,Sedan,,450000
3578,cs35,04-02-2023,Changan,CS35 PLUS,2016,Used,"88,000",1600,Automatic,SUV,,270000
3579,c3775637c12f40e09cb0f592354d68dc,04-02-2023,Lada,Granta,2020,Used,"66,000",1600,Manual,Sedan,,190000
3580,gla,04-02-2023,Mercedes,GLA 200,2022,Used,"5,000",1300,Dual Clutch,SUV,Yes,2050000
3581,tiggo,04-02-2023,Chery,Tiggo 7,2021,Used,"19,000",1500,Automatic,SUV,Yes,580000
3592,cla,04-02-2023,Mercedes,CLA 200,2020,Used,"40,000",1500,Automatic,Sedan,Yes,1600000
3593,cross,04-02-2023,Opel,Cross Land,2022,Used,"1,000",1200,Automatic,SUV,,745000
3594,fd1b21f48b38475f8da474f3e874772e,04-02-2023,Renault,Sandero,2017,Used,"54,000",1600,Automatic,Hatchback,,350000
3595,7064f8e2a90f434688ec956321b9321d,04-02-2023,Hyundai,Accent,2011,Used,"206,000",1600,Manual,Sedan,,215000
3596,050fc6b677384e2e8dd3f0e7e4bc244e,04-02-2023,Skoda,Octavia,2007,Used,"191,000",1600,Automatic,Sedan,Yes,285000
3597,c4f4c7295c9a4f62b13d2ea8c8c3cf77,04-02-2023,Peugeot,3008,2021,Used,"40,000",1600,Automatic,SUV,Yes,1175000
3598,4636a02c35b145e3976b5bc46501a1a3,04-02-2023,Renault,Logan,2021,Used,"14,000",1600,Automatic,Sedan,,285000
3599,18a7cd6a59964783b00ee6e54a3dcea0,04-02-2023,Chevrolet,Optra,2023,Used,"2,000",1500,Automatic,Sedan,Yes,475000
3600,369509c538054f3b807b15dde3466d47,04-02-2023,Kia,Cerato,2017,Used,"103,000",1600,Automatic,Sedan,Yes,505000
3601,grand,04-02-2023,Kia,Grand Cerato,2022,Used,"14,000",1600,Automatic,Sedan,,6000000
3602,51cabe7a96f94682a0da4d0d3f4bb286,04-02-2023,Toyota,Fortuner,2021,Used,"60,000",2700,Automatic,SUV,Yes,1650000
3613,42fa75d3cfe24c7382789a29beb78254,04-02-2023,BMW,320i,2010,Used,"235,000",2000,Automatic,Sedan,,500000
3614,355a7eec2e1a4fcb922a5f2399c7c9d0,04-02-2023,Chevrolet,Cruze,2015,Used,"54,000",1600,Automatic,Sedan,,399000
3615,d348ceffda164609a2237f9812831952,04-02-2023,Mitsubishi,Lancer,1994,Used,"199,000",2000,Manual,Sedan,,180000
3616,7c8028b70a754bde9ce853df862b0ff5,04-02-2023,Jeep,Renegade,2016,Used,"135,000",1400,Automatic,SUV,,520000
3617,ea1739e6f023476bb662c59daba8a712,04-02-2023,Mitsubishi,Lancer,2016,Used,"11,000",1600,Automatic,Sedan,,385000
3618,012b74fa67d540f1b1923c3e9cf1f450,04-02-2023,Hyundai,Tucson,2018,Used,"80,000",1600,Automatic,SUV,Yes,740000
3619,1c6907e201d74b1f8f1183ddb9c9f610,04-02-2023,Mazda,3,2019,Used,"80,000",1600,Automatic,Sedan,,450000
3620,e,04-02-2023,Mercedes,E coupe,2022,Used,"21,000",2000,Automatic,Coupe,,3350000
3621,3eea50882d814eb593ced732ed0ab1f1,04-02-2023,Mercedes,C180,2010,Used,"150,000",1800,Automatic,Sedan,,600000
3622,grand,04-02-2023,Kia,Grand Cerato,2020,Used,"93,000",1600,Automatic,Sedan,,500000
3623,beb5902c1dfd4f8c9db9f5502a76876f,04-02-2023,Mitsubishi,Lancer,2015,Used,"141,000",1600,Automatic,Sedan,,395000
3624,e5f53755ba364f6faa4480585dee59a7,04-02-2023,MG,ZS,2022,Used,"11,000",1500,Automatic,SUV,Yes,620000
3635,8789b7c3b8a44c1a87615badbb641eeb,04-02-2023,Audi,Q7,2023,Used,10,2000,Automatic,SUV,,3200000
3636,528b9b787eac4053a9fdedd0deb066ca,04-02-2023,Peugeot,2008,2020,Used,"47,000",1600,Automatic,SUV,Yes,580000
3637,9396f442263c4875b00f358fb56e5af8,04-02-2023,Kia,Soul,2011,Used,"155,000",1600,Automatic,SUV,No,300000
3638,7ebaac849bf341ac8b9cac4e369a758a,04-02-2023,Speranza,Tiggo,2009,Used,"97,000",2000,Manual,SUV,,210000
3639,nissan,04-02-2023,Nissan Motor Egypt,Sunny,2017,Used,"270,000",1500,Automatic,Sedan,Yes,255000
3640,45eb66ed977c4dee854a166eb28f12b3,04-02-2023,Mercedes,C180,2023,Used,10,1600,Automatic,Sedan,,2500000
3641,grand,04-02-2023,Jeep,Grand Cherokee,2022,Used,"27,000",5700,Automatic,SUV,,2500000
3642,329266d398a847fea58fb3271058d34b,04-02-2023,MG,HS,2023,Used,100,1500,Automatic,SUV,Yes,1100000
3643,nissan,04-02-2023,Nissan Motor Egypt,Juke,2016,Used,"127,000",1600,Automatic,SUV,,460000
3644,c6b50c98ec5a4a219bf2603eaa779b1e,04-02-2023,Skoda,Octavia,2021,Used,"45,000",1400,Automatic,Sedan,Yes,900000
3645,3ef412fc69064055a3ed34affec647ba,04-02-2023,Daewoo,Lanos,2001,Used,"200,000",1500,Manual,Sedan,,98000
3656,elantra,04-02-2023,Hyundai,Elantra HD,2020,Used,"14,000",1600,Automatic,Sedan,,480000
3657,41a95737ec64483f9b0df496cc3f2e2a,04-02-2023,Mitsubishi,Lancer,2008,Used,"100,000",1600,Automatic,Sedan,,315000
3658,a49d820b11c741f4973bb9ae26cef4fd,04-02-2023,Seat,Ibiza,2006,Used,"170,000",1300,Automatic,Hatchback,,220000
3659,ba3ccc6bc07941f5b72b91143977eb59,04-02-2023,Mercedes,E300,2020,Used,"38,000",2000,Automatic,Sedan,,2350000
3660,61cf80186a754242a055d8a47442a7f8,04-02-2023,Hyundai,I30,2009,Used,"147,000",1600,Automatic,Sedan,,290000
3661,d02467397b7e4cb9a173b207cbc8ba9c,04-02-2023,Mitsubishi,Lancer,2009,Used,"143,000",1500,Automatic,Sedan,,300000
3662,c02912ed95a54cc2b192da1ca3881342,04-02-2023,BMW,418i,2016,Used,"70,000",1500,Automatic,Coupe,,1500000
3663,04cd8149916d4469a9d79123a4e67a9b,04-02-2023,Chery,Envy,2013,Used,"250,000",1600,Automatic,Sedan,,135000
3664,d1e805ca2e7040fe984dd97edae7f0ee,04-02-2023,Kia,Cerato,2016,Used,"80,000",1600,Automatic,Sedan,,540000
3665,f3f588bee0ca4e8dbb9d403fa586a24c,04-02-2023,Mitsubishi,Lancer,2017,Used,"70,000",1600,Automatic,Sedan,,510000
3666,35d26422a33a41508a9e70059d69af5c,04-02-2023,Chevrolet,Optra,2023,Used,100,1500,Automatic,Sedan,Yes,495000
3677,bbfd682dbc6841e6a9e5135e2c25ab1b,04-02-2023,Jaguar,XF,2018,Used,"15,000",2000,Automatic,Sedan,,2100000
3678,tiggo,03-02-2023,Chery,Tiggo 4,2017,Used,"103,000",1600,Automatic,SUV,Yes,305000
3679,nissan,03-02-2023,Nissan Motor Egypt,Sunny,2020,Used,"92,000",1600,Automatic,Sedan,Yes,285000
3680,33897e11e01544c38ddeff45cc8ec78f,03-02-2023,Fiat,Tipo,2022,Used,"3,700",1600,Automatic,Sedan,Yes,695000
3681,0a13000c4ba1480bbb42148c2bb42128,03-02-2023,Fiat,Tipo,2019,Used,"98,000",1600,Automatic,Sedan,,500000
3682,d12868da55b84a8d96ee0ed9f6bc4b84,03-02-2023,Mercedes,E300,2021,Used,"20,000",1900,Automatic,Sedan,,3200000
3683,1b7219734dcb464f8cb08ae59fec2007,03-02-2023,Daewoo,Juliet,2004,Used,"223,000",1500,Manual,Hatchback,No,113000
3684,a47529e241c04666864753a7aaa89815,03-02-2023,Ford,Fusion,2017,Used,"140,000",1500,Automatic,Sedan,,600000
3685,ff7b1ee75971424aa9ac6f382b2724c8,03-02-2023,Volkswagen,Jetta,2008,Used,240,1600,Automatic,Sedan,,310000
3686,5fb2958976ef4d0984af54b506ae60cd,03-02-2023,Chevrolet,Optra,2012,Used,"115,000",1600,Automatic,Sedan,,230000
3687,6cfb2854bce24d978c100342670b333c,03-02-2023,Volkswagen,Passat,2010,Used,"170,000",1400,Automatic,Sedan,,600000
3688,04fe45924b214e08a6ef3a83b240aa95,03-02-2023,Ford,Fusion,2017,Used,"140,000",1500,Automatic,Sedan,Yes,600000
3699,tipo,03-02-2023,Fiat,Tipo Hatchback,2021,Used,"52,000",1600,Automatic,Hatchback,,600000
3700,cla,03-02-2023,Mercedes,CLA 200,2022,Used,"100,000",1300,Automatic,Sedan,Yes,1900000
3701,nissan,03-02-2023,Nissan Motor Egypt,Qashqai,2016,Used,"135,000",1200,Automatic,SUV,,450000
3702,d1f0eb21324448bfb986361c5e86a6b0,03-02-2023,Mercedes,C180,2015,Used,"200,000",1600,Automatic,Sedan,,980000
3703,2ffaf423f3a044c2aa6b7fb0a9fc70b8,03-02-2023,Toyota,Fortuner,2021,Used,"40,000",2700,Automatic,SUV,,1825000
3704,08d055f87de34acaab98d17d13aa1133,03-02-2023,Peugeot,405,2003,Used,"100,000",1600,Manual,Sedan,,100000
3705,emgrand,03-02-2023,Geely,Emgrand 7,2018,Used,"158,000",1500,Manual,Sedan,,215000
3706,bf1ccba31b4246ba83c2211ad57fa6f8,03-02-2023,Kia,Cerato,2017,Used,"97,000",1600,Automatic,Sedan,Yes,410000
3707,ix,03-02-2023,Hyundai,IX 35,2016,Used,"84,000",1600,Automatic,SUV,,590000
3708,a8c87cf533df478fa72e62e813a963fc,03-02-2023,Chevrolet,Optra,2021,Used,"135,000",1500,Automatic,Sedan,,340000
3709,ed3b924d9c2a481eb02cae9b897c2226,03-02-2023,Toyota,Fortuner,2021,Used,"35,000",2700,Automatic,SUV,,1600000
3710,cs35,03-02-2023,Changan,CS35 PLUS,2022,Used,100,1400,Automatic,SUV,,735000
3721,2033bcb7e80d4b12ba6af13998054e3d,03-02-2023,Daewoo,Lacetti,2003,Used,"260,000",1600,Automatic,Sedan,,195000
3722,3603ce1feb0245ebbcff11a6569313a3,03-02-2023,Peugeot,508,2020,Used,"48,000",1600,Automatic,Sedan,Yes,920000
3723,9d18067302f74e419e2de699a78286b7,03-02-2023,Hyundai,I20,2011,Used,"120,000",1400,Manual,Hatchback,Yes,210000
3724,nissan,03-02-2023,Nissan Motor Egypt,Sunny,2020,Used,"190,000",1500,Automatic,Sedan,Yes,340000
3725,66f7dd82bab741218eb45c4f1675f2a4,03-02-2023,Fiat,Tipo,2020,Used,"62,000",1600,Automatic,Sedan,,485000
3726,b2245cccd181499881912260bbc1c991,03-02-2023,Chevrolet,Optra,2019,Used,"30,000",1500,Automatic,Sedan,,290000
3727,elantra,03-02-2023,Hyundai,Elantra HD,2017,Used,"105,000",1600,Automatic,Sedan,Yes,358000
3728,ba51825e1b5a45e8866db916f948dfeb,03-02-2023,Renault,Logan,2016,Used,"98,000",1600,Automatic,Sedan,,305000
3729,nissan,03-02-2023,Nissan Motor Egypt,Sunny,2023,Used,"20,000",1500,Automatic,Sedan,,440000
3730,c,03-02-2023,Citroen,C-Elysee,2015,Used,"180,000",1600,Automatic,Sedan,,225000
3741,d33a58916a2447aea2ad531f827d1351,03-02-2023,Mazda,3,2010,Used,"158,500",1600,Automatic,Sedan,,290000
3742,31cd0bbbe1074777baec1e47f7ad6d8e,03-02-2023,Mercedes,C180,2011,Used,"180,000",1600,Automatic,Sedan,,630000
3743,2192e194547a42398637537068dfde96,03-02-2023,Hyundai,I10,2013,Used,"103,000",1100,Automatic,Hatchback,,265000
3744,land,03-02-2023,Land Rover,DEFENDER,2010,Used,"110,000",2500,Manual,SUV,Yes,700000
3745,gen,03-02-2023,Proton,Gen 2,2015,Used,"188,000",1600,Automatic,Sedan,,285000
3746,7e7a650b57c24a6f873868221fcbfa24,03-02-2023,Toyota,Belta,2022,Used,900,1500,Automatic,Sedan,,600000
3747,786146f41fce45578e2c254af44d1b1a,03-02-2023,Ford,Focus,2018,Used,"61,000",1000,Automatic,Hatchback,,550000
3748,5c20a53bfeb140b5a846a5b0c6d4c572,03-02-2023,Chevrolet,Optra,2012,Used,"130,000",1600,Automatic,Sedan,,235000
3749,9956163a92e14139ad57cdb578af9e15,03-02-2023,Skoda,KODIAQ,2022,Used,70,1500,Automatic,SUV,,1800000
3750,521bddf75b0c45e88d1fe1d557408f8a,03-02-2023,Skoda,KODIAQ,2022,Used,70,2000,Automatic,SUV,,2200000
3751,f48c15099f094ac6a16629b5585ec5b6,03-02-2023,Volkswagen,Passat,2023,Used,"1,000",1400,Automatic,Sedan,,1450000
3752,8643dfe2c3da4510a7b7147829c8ca7f,03-02-2023,Volkswagen,Jetta,2008,Used,"160,000",1600,Automatic,Sedan,,340000
3763,571a65b49f884938badaeebb3893a52a,03-02-2023,Opel,Vectra,1999,Used,"200,000",1800,Manual,Sedan,No,120000
3764,8febbd4d393049648ded15b32cb1613c,03-02-2023,JAC,J7,2022,Used,"7,500",1500,CVT,Sedan,Yes,550000
3765,f66b51ed028e40b580e7f4d6fd1bc9ae,03-02-2023,BMW,X3,2017,Used,"104,000",3000,Automatic,SUV,,1450000
3766,grand,03-02-2023,Jeep,Grand Cherokee,2014,Used,"140,000",5700,Automatic,SUV,Yes,1165000
3767,5dd2027850af43b7a5915c6e6ef0cb8e,03-02-2023,Toyota,Fortuner,2022,Used,"44,000",4000,Automatic,SUV,,1950000
3768,8da12745f2ec48398aa24ed9cd39d5d1,03-02-2023,Peugeot,508,2017,Used,"75,000",1600,Automatic,Sedan,Yes,615000
3769,emgrand,03-02-2023,Geely,Emgrand 7,2016,Used,"180,000",1500,Manual,Sedan,,190000
3770,2c83df8f90c04dce8817e677944faeba,03-02-2023,Volkswagen,Golf,2013,Used,"179,500",1400,Automatic,Hatchback,,610000
3771,2931f4013dfd4903a64cdd87f37fc9bb,03-02-2023,Chevrolet,Lanos,2019,Used,"90,000",1500,Manual,Sedan,,225000
3772,57f53229191848158b185742012a3686,03-02-2023,Speranza,Tiggo,2010,Used,"210,000",1600,Manual,SUV,,175000
3773,742a19051916498ca0a2329e0b09d28b,03-02-2023,Renault,Megane,2022,Used,10,1300,Automatic,Sedan,Yes,710000
3774,50b4fec67fcf446981d30b398177c78d,03-02-2023,MG,HS,2021,Used,"23,000",1600,Automatic,SUV,,750000
3784,88dacfafb2034f2cb5a57326283fb30f,03-02-2023,Mercedes,E200,2013,Used,"13,000",2000,Automatic,Sedan,,1300000
3785,0d0290279b5b495484f888493a427804,03-02-2023,Renault,Megane,2022,Used,10,1600,Automatic,Sedan,Yes,614000
3786,b2c9e75560a84a66bd2e458a3e59a525,03-02-2023,MG,6,2022,Used,"18,000",1500,Dual Clutch,Sedan,,665000
3787,4b21c452690347708e23b3c7d33598d1,03-02-2023,BMW,X1,2020,Used,"82,000",1500,Automatic,SUV,,1150000
3788,e9a8ed9bae4e4e31a45fd29055cefcd1,03-02-2023,MG,6,2019,Used,"70,000",1500,Automatic,Sedan,,530000
3789,ffdbbbddffe2473683d35e0a87c7f181,03-02-2023,Renault,Kadjar,2022,Used,10,1200,Automatic,SUV,Yes,674000
3790,67e547b5b37249fbb37ce593b1fa79cd,03-02-2023,Hyundai,Accent,2021,Used,"6,500",1600,Automatic,Sedan,,478000
3791,c51a48ed096e4fdda0b50d9260c8c107,03-02-2023,Skoda,Octavia,2022,Used,"1,075",1400,Automatic,Sedan,,1040000
3792,7f10f7bb2d1d431b8073d277536ae4b6,03-02-2023,Fiat,Tipo,2021,Used,"50,000",1400,Manual,Sedan,,450000
3793,nissan,03-02-2023,Nissan Motor Egypt,Sunny,2021,Used,"37,000",1500,Automatic,Sedan,Yes,350000
3794,ad26b2297938470e858cb016fab138d6,03-02-2023,Renault,Logan,2015,Used,"415,500",1600,Manual,Sedan,,165000
3805,7e3a27b0ba3d4e72b6a06d39c4c66ed0,03-02-2023,Kia,Soul,2014,Used,"29,000",1600,Automatic,SUV,Yes,550000
3806,nissan,03-02-2023,Nissan Motor Egypt,Sunny,2014,Used,"122,000",1600,Automatic,Sedan,Yes,290000
3807,bc19181cdef34807bcc4fd768e983e02,03-02-2023,MG,RX5,2021,Used,"53,000",1500,Automatic,SUV,Yes,620000
3808,710eaff29ed34a32b322960c9656d34f,03-02-2023,Hyundai,Accent,2021,Used,"55,000",1400,Automatic,Sedan,,470000
3809,sandero,03-02-2023,Renault,Sandero Stepway,2017,Used,"105,000",1600,Automatic,SUV,Yes,320000
3810,775497556d24497a86699b40ca26f6fc,03-02-2023,Subaru,XV,2014,Used,"190,000",1600,Automatic,SUV,,450000
3811,66f7d7dad7034df298e628694c1b4490,03-02-2023,Chevrolet,Optra,2021,Used,"30,000",1500,Automatic,Sedan,,379000
3812,0f5876cc534d4b61a557f62cab49b809,03-02-2023,BMW,318i,2017,Used,"120,000",1500,Automatic,Sedan,,890000
3813,grand,03-02-2023,Hyundai,Grand I10,2016,Used,"74,000",1200,Automatic,Sedan,,330000
3814,61a1a958736640a68d18b8ad92547e03,03-02-2023,Seat,Ibiza,2022,Used,"29,000",1000,Dual Clutch,Hatchback,,720000
3815,0661760e99434c9cac9cef4b19489862,03-02-2023,Fiat,Tipo,2019,Used,"73,000",1600,Automatic,Sedan,,450000
3816,370ade52306e480880ef48f0ca401ed7,03-02-2023,Hyundai,Tucson,2019,Used,"59,000",1600,Automatic,SUV,,985000
3823,440i,18-02-2023,BMW,440i Coupe,2022,Used,"6,000",3000,Automatic,Coupe,Yes,1100000
3827,ec56f1b6b8c5475c934e3052ce112bc6,03-02-2023,MG,ZS,2021,Used,"80,000",1500,Automatic,SUV,,505000
3828,nissan,03-02-2023,Nissan Motor Egypt,Qashqai,2017,Used,"95,000",1200,Automatic,,,515000
3829,f749b2f85ae24164a4d5107d5f87b533,03-02-2023,Peugeot,504,1977,Used,"200,000",2000,Manual,Sedan,,38000
3830,6128cd131e1049328899ae1f75dccad4,03-02-2023,BMW,520i,2018,Used,"80,000",2000,Automatic,Sedan,,1700000
3831,f261bd8372344fae8e4024b581eb6e64,03-02-2023,Seat,Toledo,2019,Used,"65,000",1600,Automatic,Sedan,,515000
3832,3ef3e10af5ba40b9b84025ab2a78abf9,03-02-2023,Mitsubishi,Lancer,2000,Used,"259,000",1300,Manual,Sedan,,140000
3833,sandero,03-02-2023,Renault,Sandero Stepway,2015,Used,"106,839",1600,Manual,Hatchback,,250000
3834,0f366a659bed4b41928730859ca7e808,03-02-2023,Peugeot,508,2019,Used,"4,500",1600,Automatic,Sedan,,850000
3835,3279377c67f24a84aa6036d66ef1ba53,03-02-2023,Toyota,Corolla,2017,Used,"115,000",1600,Automatic,Sedan,,650000
3836,8fa01a07caa04f99acd2a350de347dc5,03-02-2023,BMW,520i,2013,Used,"190,000",2000,Automatic,Sedan,,700000
3837,2f255b55085c439fa8b94899eebcb92a,03-02-2023,Subaru,XV,2021,Used,"66,000",1600,Automatic,SUV,,780000
3838,d43bcd15f1e04993aa864a70fd7a7510,03-02-2023,Kia,Cerato,2015,Used,"160,000",1600,Automatic,Sedan,Yes,420000
3848,aston,03-02-2023,Aston Martin,Rapide S,2015,Used,"15,000",6000,Automatic,Sedan,Yes,1000000
3849,db6152752cb944a8a21b351b646c9b21,03-02-2023,Mini,Cooper,2014,Used,"113,000",1600,Automatic,Coupe,,450000
3850,38e72c74f46740f982b5f1633be01171,03-02-2023,Mercedes,E200,1977,Used,"100,000",2000,Manual,Sedan,Yes,45000
3851,9ee19fb49dd747ccb7099dbc29217b3f,03-02-2023,Fiat,Siena,2002,Used,"100,000",1400,Manual,Sedan,Yes,69000
3852,d95f8e03be8143d9b4a96115ea9101df,03-02-2023,Peugeot,301,2014,Used,"146,000",1600,Automatic,Sedan,,240000
3853,aba97592b7694de0b5d3f6306c82dc7c,03-02-2023,Hyundai,Tucson,2017,Used,"98,000",1600,Automatic,SUV,,725000
3854,e251431d7a804ab8ac82fb62a942c37d,03-02-2023,Hyundai,Bayon,2022,Used,"1,000",1400,Automatic,SUV,,800000
3855,cla,03-02-2023,Mercedes,CLA 180,2018,Used,"150,000",1500,Automatic,Sedan,Yes,1050000
3856,9512ddcb2e7d423394fbee2fc46cb2b8,03-02-2023,Audi,A4,2017,Used,"62,884",1400,Automatic,Sedan,Yes,1400000
3857,nissan,03-02-2023,Nissan Motor Egypt,Sentra,2016,Used,"90,000",1600,Automatic,Sedan,,360000
3858,tiggo,03-02-2023,Chery,Tiggo 7,2023,Used,"6,000",1600,Dual Clutch,SUV,,600000
3859,83b38bb3c24d4429b06fd437cc9d0474,03-02-2023,Volkswagen,Passat,2019,Used,"40,000",1400,Automatic,Sedan,Yes,1100000
3870,elantra,03-02-2023,Hyundai,Elantra HD,2022,Used,"52,000",1600,Automatic,Sedan,,540000
3871,398bdc823b314abb9b53b6c455c9a36d,03-02-2023,Toyota,Fortuner,2023,Used,"12,000",4000,Automatic,SUV,,2100000
3872,93922b01913c40d8a73a81d31bbb2992,03-02-2023,Chery,Envy,2013,Used,"130,000",1500,Manual,Sedan,Yes,160000
3873,x,03-02-2023,Geely,X 7,2015,Used,"100,000",1600,Automatic,SUV,,380000
3874,05fd352c8bf343fdbb8767788ca3b118,03-02-2023,Audi,Q7,2022,Used,"1,000",2000,Automatic,SUV,,3250000
3875,land,03-02-2023,Land Rover,DEFENDER,2021,Used,"47,000",3000,Automatic,SUV,,5550000
3876,5be76ef0a85e4b298ec8ae3551eee867,03-02-2023,Mercedes,E200,2018,Used,"53,000",2000,Automatic,Sedan,,2250000
3877,land,03-02-2023,Land Rover,Land rover,2022,Used,"1,000",2000,Automatic,Sedan,,3550000
3878,06fd46e618944daab58980f87fb16b94,03-02-2023,Fiat,500,2009,Used,"188,000",1400,Manual,Coupe,,245000
3879,8ed2cb3b27c14f4e99824c18b2b66447,03-02-2023,Suzuki,Alto,2018,Used,"70,000",800,Manual,Hatchback,Yes,150000
3880,glc,03-02-2023,Mercedes,GLC 200,2023,Used,"1,000",2000,Automatic,SUV,,3700000
3881,2e3ee5c61eed4e0bb7155baad3f13239,03-02-2023,Renault,Logan,2019,Used,"83,000",1600,Automatic,Sedan,,271000
3892,d279526c31ae45c2a5524ce9812422f7,03-02-2023,Volkswagen,Beetles,1970,Used,"100,000",1500,Manual,Hatchback,,28000
3893,15a06125dd3946d082eb1d9251b7f54f,03-02-2023,Mercedes,E300,2021,Used,"23,000",2000,Automatic,Sedan,,3300000
3894,5184a049e1184d96980651982da6b512,03-02-2023,Peugeot,301,2015,Used,"213,000",1600,Manual,Sedan,Yes,230000
3895,720296823cf64745b601059e4a94ee76,03-02-2023,Mitsubishi,Lancer,2016,Used,"120,000",1600,Automatic,Sedan,Yes,430000
3896,b4b60c1fab094b38963f4c43c928edbc,03-02-2023,Fiat,Tipo,2021,Used,"35,000",1600,Automatic,Sedan,Yes,183000
3897,5104a7a356324014b99438c21ee002a2,03-02-2023,Seat,ATECA,2021,Used,"45,000",1400,Automatic,SUV,,1070000
3898,b40cc8d1b342486485d3b3c4b7f30578,03-02-2023,Mercedes,C180,2009,Used,"110,000",1600,Automatic,Sedan,,660000
3899,0a4034d93023431baa279484f0aff0e6,03-02-2023,Mitsubishi,Lancer,2018,Used,"112,000",1600,Automatic,Sedan,,455000
3900,nissan,03-02-2023,Nissan Motor Egypt,Tiida,2013,Used,"145,000",1600,Automatic,Hatchback,,290000
3901,elantra,03-02-2023,Hyundai,Elantra CN7,2022,Used,"15,000",1600,Automatic,Sedan,,655000
3902,c5,03-02-2023,Citroen,C5 Aircross,2021,Used,"84,000",1600,Automatic,SUV,,820000
3913,9e2fc4d1ad154590aec2b816a537ebc2,03-02-2023,BYD,F3,2018,Used,"87,000",1500,Manual,Sedan,Yes,200000
3914,a2d3440068e44c79b57c72e21b3a0a72,03-02-2023,Hyundai,Bayon,2022,Used,"10,000",1400,Automatic,SUV,,600000
3915,5da4893f046840abbad6b98418e2b40a,03-02-2023,Toyota,Corolla,1993,Used,"350,000",1300,Manual,Sedan,,130000
